Long,Lat,Stn_Name,Clim_ID,Prov_or_Ter,Tm,DwTm,D,Tx,DwTx,Tn,DwTn,S,DwS,S%N,P,DwP,P%N,S_G,Pd,BS,DwBS,BS%,HDD,CDD,year
-109.2,53.45,BUTTE ST PIERRE,4041000,SK,18.0,0.0,2.4,32.5,0.0,3.5,0.0,0.0,0.0,0.0,45.2,0.0,90.0,0.0,7.0,,,,35.1,35.9,2022
-109.181,51.515,KINDERSLEY A,4043899,SK,19.9,0.0,,35.6,0.0,2.5,0.0,,,,,,,,,,,,16.1,73.5,2022
-109.181,51.515,KINDERSLEY A,4043901,SK,19.9,2.0,,35.6,2.0,2.5,2.0,0.0,0.0,,12.2,0.0,,,3.0,,,,15.3,70.6,2022
-109.178,51.516,KINDERSLEY AIRPORT,4043902,SK,19.5,0.0,,35.3,0.0,1.9,0.0,,,,11.9,0.0,,,3.0,,,,19.8,64.9,2022
-108.256,52.772,NORTH BATTLEFORD RCS,4045607,SK,19.0,0.0,,34.1,0.0,4.1,0.0,,,,30.5,0.0,,,4.0,,,,24.2,53.9,2022
-108.244,52.769,NORTH BATTLEFORD,4045695,SK,19.1,0.0,,34.5,0.0,4.8,0.0,,,,30.5,0.0,,,4.0,,,,24.2,57.7,2022
-107.917,51.567,ROSETOWN EAST,4046884,SK,19.6,1.0,,35.8,1.0,2.5,1.0,,,,14.5,1.0,,,5.0,,,,20.1,67.3,2022
-108.835,52.36,SCOTT CDA,4047240,SK,18.9,1.0,2.4,34.9,1.0,4.8,1.0,,,,32.1,1.0,,,3.0,,,,20.3,46.0,2022
-107.767,52.317,SONNINGDALE,4047644,SK,19.0,2.0,,33.0,1.0,4.5,2.0,0.0,1.0,,20.6,1.0,,0.0,4.0,,,,22.2,51.4,2022
-109.405,53.131,WASECA RCS,4048521,SK,18.1,8.0,,32.0,8.0,6.8,8.0,,,,41.6,8.0,,,8.0,,,,25.4,27.7,2022
-105.783,52.85,HOEY,4053264,SK,,,,,,,,0.0,30.0,,7.9,30.0,,,1.0,,,,,,2022
-104.6,52.817,MELFORT,4055079,SK,18.7,0.0,,32.2,0.0,5.4,0.0,,,,36.5,0.0,,,7.0,,,,24.1,45.6,2022
-107.05,51.483,OUTLOOK PFRA,4055736,SK,20.5,0.0,2.5,35.4,0.0,7.1,0.0,,,,6.9,0.0,16.0,,2.0,,,,10.0,86.3,2022
-105.15,52.417,PILGER,4056121,SK,19.0,7.0,,33.0,7.0,5.9,7.0,,,,9.2,7.0,,,3.0,,,,19.2,42.3,2022
-105.673,53.214,PRINCE ALBERT A,4056241,SK,18.0,3.0,,30.9,3.0,5.1,3.0,0.0,0.0,,42.2,0.0,,,5.0,,,,27.2,27.3,2022
-105.677,53.21,PRINCE ALBERT GLASS FIELD,4056243,SK,18.3,0.0,,32.0,0.0,4.7,0.0,,,,66.4,0.0,,,4.0,,,,25.8,33.9,2022
-106.7,52.171,SASKATOON INTL A,4057152,SK,19.7,1.0,,34.8,1.0,4.7,1.0,,,,,,,,,,,,20.2,70.0,2022
-106.719,52.174,SASKATOON RCS,4057165,SK,19.6,0.0,,35.0,0.0,4.5,0.0,,,,25.6,0.0,,,4.0,,,,21.1,72.0,2022
-108.421,55.841,BUFFALO NARROWS (AUT),4060983,SK,19.0,0.0,,29.8,0.0,9.5,0.0,,,,61.8,0.0,,,8.0,,,,22.1,54.1,2022
-108.418,55.842,BUFFALO NARROWS A,4060988,SK,19.4,0.0,,30.0,0.0,10.4,0.0,,,,61.7,0.0,,,9.0,,,,16.6,61.5,2022
-104.483,58.083,CIGAR LAKE,4061570,SK,14.6,0.0,0.9,30.0,0.0,1.0,0.0,0.0,0.0,,42.8,0.0,55.0,0.0,9.0,,,,119.0,14.5,2022
-103.678,58.229,COLLINS BAY SK,4061620,SK,14.8,1.0,,30.6,1.0,0.7,1.0,,,,31.5,1.0,,,8.0,,,,119.6,22.1,2022
-103.7,58.183,COLLINS BAY CAMECO,4061632,SK,15.7,0.0,,31.0,0.0,4.0,0.0,0.0,0.0,,34.9,0.0,,0.0,10.0,,,,99.8,27.5,2022
-102.35,55.533,ISLAND FALLS (AUT),4063605,SK,17.5,0.0,,30.2,0.0,3.5,0.0,,,,91.5,0.0,,,7.0,,,,44.6,29.8,2022
-105.6,57.25,KEY LAKE,4063753,SK,15.6,6.0,,30.9,6.0,0.7,6.0,,,,46.8,6.0,,,5.0,,,,87.1,26.4,2022
-105.618,57.256,KEY LAKE,4063757,SK,16.6,0.0,,30.8,0.0,3.1,0.0,,,,49.5,0.0,,,6.0,,,,78.9,36.2,2022
-105.27,55.146,LA RONGE RCS,4064149,SK,18.3,1.0,,29.9,1.0,7.3,1.0,,,,104.2,1.0,,,6.0,,,,36.1,46.1,2022
-105.267,55.151,LA RONGE A,4064155,SK,18.4,0.0,,30.4,0.0,6.2,0.0,0.0,0.0,,111.2,0.0,,,6.0,,,,37.9,49.8,2022
-109.138,54.02,LOON LAKE RCS,4064620,SK,18.2,0.0,,30.0,0.0,6.0,0.0,,,,36.1,0.0,,,6.0,,,,27.7,32.8,2022
-108.523,54.125,MEADOW LAKE A,4065063,SK,18.3,3.0,,30.3,3.0,6.6,3.0,,,,,,,,,,,,19.1,28.7,2022
-103.283,56.333,SOUTHEND,4067655,SK,16.5,1.0,,30.3,1.0,2.0,1.0,,,,65.8,1.0,,,8.0,,,,67.7,23.0,2022
-107.55,53.367,SPIRITWOOD WEST,4067723,SK,17.7,1.0,,30.9,1.0,5.6,1.0,,,,46.7,1.0,,,6.0,,,,32.6,23.7,2022
-105.841,59.25,STONY RAPIDS,4067799,SK,14.3,0.0,,31.4,0.0,0.6,0.0,,,,28.7,0.0,,,6.0,,,,126.3,11.3,2022
-106.067,53.917,WASKESIU LAKE,4068559,SK,18.2,0.0,,29.5,0.0,6.3,0.0,,,,90.3,0.0,,,7.0,,,,33.4,40.3,2022
-108.517,54.133,MEADOW LAKE,406N0NM,SK,17.8,0.0,,30.7,0.0,6.3,0.0,,,,43.1,0.0,,,5.0,,,,32.5,25.5,2022
-108.483,59.567,URANIUM CITY (AUT),406QLD0,SK,16.0,7.0,,29.4,7.0,5.0,7.0,,,,9.5,7.0,,,6.0,,,,65.3,16.1,2022
-104.008,53.333,NIPAWIN,4075525,SK,18.6,0.0,,32.3,0.0,5.1,0.0,,,,78.5,0.0,,,9.0,,,,26.0,43.1,2022
-104.0,53.333,NIPAWIN,407N51G,SK,18.5,0.0,,32.4,0.0,5.4,0.0,,,,75.6,0.0,,,9.0,,,,26.3,42.1,2022
-102.317,52.817,HUDSON BAY(AUT),4083324,SK,18.8,0.0,,32.6,0.0,4.9,0.0,,,,52.9,0.0,,,7.0,,,,21.0,45.1,2022
-99.292,49.276,BALDUR,5010140,MB,19.9,0.0,1.7,31.0,0.0,8.0,0.0,0.0,0.0,,28.4,0.0,39.0,0.0,2.0,,,,8.9,68.8,2022
-99.952,49.91,BRANDON A,5010481,MB,18.7,0.0,,32.2,0.0,6.6,0.0,0.0,0.0,,28.6,0.0,,,4.0,,,,20.0,42.3,2022
-99.95,49.9,BRANDON RCS,5010490,MB,19.2,0.0,,32.4,0.0,8.1,0.0,,,,27.0,0.0,,,4.0,,,,13.3,51.8,2022
-99.357,49.906,CARBERRY CS,5010547,MB,18.7,0.0,,31.7,0.0,6.0,0.0,,,,39.5,0.0,,,4.0,,,,22.6,43.5,2022
-99.074,49.562,CYPRESS RIVER RCS,5010641,MB,18.9,0.0,,30.9,0.0,6.0,0.0,,,,26.0,0.0,,,4.0,,,,21.7,48.8,2022
-101.203,49.927,ELKHORN 2 EAST,5010QFQ,MB,19.9,4.0,2.0,32.5,4.0,8.0,4.0,0.0,4.0,,26.8,4.0,,0.0,5.0,,,,6.2,57.3,2022
-98.3,49.983,PORTAGE ROMANCE,5012300,MB,,,,,,,,0.0,0.0,,88.3,0.0,,0.0,5.0,,,,,,2022
-98.267,49.95,PORTAGE LA PRAIRIE CDA,5012321,MB,,,,,,,,0.0,26.0,,73.0,26.0,,,5.0,,,,,,2022
-98.284,49.903,PORTAGE SOUTHPORT,5012324,MB,19.9,0.0,,30.7,0.0,8.2,0.0,,,,74.2,0.0,,,5.0,,,,12.7,71.3,2022
-101.363,51.183,ROBLIN,5012469,MB,17.9,0.0,,32.0,0.0,6.4,0.0,,,,24.9,0.0,,,4.0,,,,31.0,27.4,2022
-100.604,50.455,SHOAL LAKE CS,5012654,MB,18.0,0.0,,30.4,0.0,5.3,0.0,,,,46.2,0.0,,,6.0,,,,29.0,28.1,2022
-100.934,49.842,VIRDEN WATER,5012961,MB,20.2,0.0,,33.0,0.0,6.0,0.0,0.0,0.0,,41.4,0.0,,0.0,5.0,,,,8.5,78.2,2022
-99.942,50.655,WASAGAMING,5013117,MB,17.1,0.0,1.5,29.6,0.0,4.5,0.0,,,,89.4,0.0,151.0,,5.0,,,,44.1,16.6,2022
-100.986,49.281,MELITA,501A7AR,MB,19.8,0.0,,32.9,0.0,7.3,0.0,,,,13.5,0.0,,,3.0,,,,13.0,70.3,2022
-101.4,51.267,ROBLIN FRIESEN 3 NORTHWEST,501B4G2,MB,,,,,,,,0.0,0.0,,30.2,0.0,,0.0,5.0,,,,,,2022
-100.179,50.108,RIVERS PETTAPIECE,501BMMA,MB,,,,,,,,0.0,0.0,,45.3,0.0,77.0,0.0,5.0,,,,,,2022
-100.817,50.75,ROSSBURN 4 NORTH,501KE01,MB,,,,,,,,0.0,19.0,,65.8,19.0,,,4.0,,,,,,2022
-98.319,49.4,DEERWOOD RCS,5020725,MB,19.2,0.0,,30.9,0.0,5.9,0.0,,,,33.1,0.0,,,3.0,,,,20.8,58.6,2022
-97.238,49.0,EMERSON AUTO,5020881,MB,19.2,0.0,,29.9,0.0,6.7,0.0,,,,52.2,0.0,,,7.0,,,,18.0,54.4,2022
-97.56,49.031,GRETNA (AUT),5021220,MB,19.3,1.0,,30.7,1.0,6.2,1.0,,,,89.9,1.0,,,2.0,,,,15.2,53.0,2022
-98.875,49.606,HOLLAND,5021302,MB,,,,,,,,0.0,9.0,,25.8,9.0,,0.0,3.0,,,,,,2022
-96.901,49.518,KLEEFELD (MAFRI),5021500,MB,19.1,0.0,,29.7,0.0,6.5,0.0,,,,51.3,0.0,,,4.0,,,,18.7,51.7,2022
-97.807,50.013,MARQUETTE,5021695,MB,20.0,5.0,1.0,30.0,5.0,9.0,5.0,0.0,5.0,,100.0,5.0,,,4.0,,,,8.7,60.2,2022
-98.084,49.188,MORDEN CDA CS,5021849,MB,20.2,0.0,,31.1,0.0,8.2,0.0,,,,58.9,0.0,,,5.0,,,,10.5,77.6,2022
-96.85,49.933,OAKBANK,5022051,MB,,,,,,,,0.0,0.0,,90.2,0.0,109.0,0.0,7.0,,,,,,2022
-98.905,49.191,PILOT MOUND (AUT),5022125,MB,18.4,0.0,,30.1,0.0,5.6,0.0,,,,43.0,0.0,,,5.0,,,,27.1,38.6,2022
-96.035,49.353,ST LABRE,5022575,MB,,,,,,,,0.0,0.0,,77.5,0.0,102.0,0.0,3.0,,,,,,2022
-97.95,49.133,SCHANZENFELD,5022623,MB,,,,,,,,0.0,0.0,,71.4,0.0,93.0,0.0,5.0,,,,,,2022
-95.598,49.024,SPRAGUE,5022759,MB,18.1,1.0,,29.0,1.0,6.4,1.0,,,,44.6,1.0,,,7.0,,,,25.1,29.2,2022
-97.167,50.117,STONY MOUNTAIN,5022791,MB,19.5,2.0,0.5,32.5,2.0,5.5,2.0,0.0,2.0,,108.6,2.0,,0.0,7.0,,,,8.6,52.0,2022
-97.24,49.91,WINNIPEG INTL A,5023227,MB,19.1,0.0,,29.5,0.0,5.9,0.0,,,,,,,,,,,,18.5,52.7,2022
-97.129,49.888,WINNIPEG THE FORKS,5023262,MB,20.7,0.0,,30.0,0.0,11.1,0.0,,,,137.8,0.0,,,4.0,,,,3.9,89.0,2022
-98.03,49.498,CARMAN U OF M CS,502I001,MB,19.3,0.0,,30.8,0.0,5.9,0.0,,,,48.7,0.0,,,5.0,,,,18.3,57.5,2022
-97.249,49.917,WINNIPEG A CS,502S001,MB,19.0,0.0,,29.6,0.0,5.9,0.0,,,,115.1,0.0,,,4.0,,,,19.2,51.2,2022
-97.022,52.36,BERENS RIVER CS,5030203,MB,17.7,9.0,1.3,29.3,9.0,4.5,9.0,,,,,,,,,,,,30.1,24.2,2022
-97.018,52.359,BERENS RIVER A,5030204,MB,17.4,1.0,,29.0,1.0,3.8,1.0,,,,,,,,,,,,47.6,30.4,2022
-97.616,52.819,GEORGE ISLAND (AUT),5030984,MB,18.6,4.0,,26.6,4.0,11.4,4.0,,,,86.5,4.0,,,7.0,,,,15.3,30.7,2022
-97.555,51.083,FISHER BRANCH (AUT),50309J6,MB,18.3,0.0,,30.2,0.0,4.3,0.0,,,,53.7,0.0,,,5.0,,,,30.0,38.4,2022
-96.982,50.631,GIMLI HARBOUR CS,5031041,MB,19.5,23.0,,28.5,23.0,8.8,23.0,,,,,,,,,,,,4.3,16.3,2022
-97.05,50.633,GIMLI CLIMATE,5031042,MB,18.6,0.0,,28.6,0.0,7.0,0.0,,,,34.6,0.0,,,6.0,,,,20.0,38.9,2022
-95.977,50.522,GREAT FALLS CLIMATE,5031201,MB,19.4,0.0,,28.7,0.0,7.9,0.0,,,,79.8,0.0,,,7.0,,,,15.1,57.2,2022
-95.197,49.624,INDIAN BAY,5031320,MB,19.7,0.0,2.0,28.0,0.0,11.0,0.0,0.0,0.0,,67.6,0.0,84.0,0.0,9.0,,,,4.7,56.3,2022
-99.268,53.186,GRAND RAPIDS (AUT),5031A10,MB,17.6,0.0,,31.1,0.0,5.3,0.0,,,,37.7,0.0,,,5.0,,,,45.9,33.6,2022
-95.89,50.148,PINAWA CANWARN,5032161,MB,,,,,,,,0.0,0.0,,151.2,0.0,,0.0,8.0,,,,,,2022
-95.533,49.85,RENNIE,5032360,MB,17.1,17.0,,29.0,11.0,-7.0,12.0,0.0,11.0,,68.2,11.0,,0.0,5.0,,,,23.6,10.9,2022
-96.567,50.7,VICTORIA BEACH (AUT),5032951,MB,20.5,0.0,,27.4,0.0,13.0,0.0,,,,,,,,,,,,2.5,80.5,2022
-96.065,50.177,PINAWA,503B1ER,MB,18.8,1.0,,28.9,1.0,6.4,1.0,,,,109.3,1.0,,,7.0,,,,20.4,43.6,2022
-98.7,50.05,BEAVER,5040166,MB,,,,,,,,0.0,28.0,,27.2,28.0,,,2.0,,,,,,2022
-100.057,51.1,DAUPHIN CS,5040681,MB,18.9,0.0,,32.0,0.0,6.7,0.0,,,,39.5,0.0,,,4.0,,,,22.5,50.2,2022
-100.053,51.101,DAUPHIN,5040689,MB,19.1,0.0,,32.1,0.0,6.6,0.0,,,,36.9,0.0,,,6.0,,,,20.5,53.2,2022
-100.65,52.033,COWAN,5040FJ3,MB,20.4,0.0,4.1,35.0,0.0,6.0,0.0,0.0,0.0,,25.0,0.0,33.0,0.0,7.0,,,,7.5,81.5,2022
-101.098,52.666,MAFEKING,5041685,MB,19.5,11.0,2.4,30.0,11.0,8.0,11.0,0.0,11.0,,44.4,11.0,,,6.0,,,,10.2,41.0,2022
-99.53,50.712,MCCREARY,5043158,MB,19.6,0.0,1.4,31.3,0.0,7.1,0.0,,,,30.8,0.0,50.0,,4.0,,,,16.2,65.6,2022
-98.037,50.499,OAKPOINT MARINE,504K0NM,MB,19.4,0.0,,27.7,0.0,6.7,0.0,,,,49.7,0.0,,,4.0,,,,14.4,59.3,2022
-101.233,52.115,SWAN RIVER RCS,504K80K,MB,18.8,0.0,,34.0,0.0,5.6,0.0,,,,41.8,0.0,,,4.0,,,,21.1,47.4,2022
-101.683,54.683,FLIN FLON,5050919,MB,18.7,0.0,,31.0,0.0,7.3,0.0,,,,72.3,0.0,,,9.0,,,,26.1,47.9,2022
-101.682,54.678,FLIN FLON A,5050973,MB,18.5,2.0,,30.6,2.0,7.3,2.0,,,,,,,,,,,,26.9,42.4,2022
-101.091,53.971,THE PAS A,5052882,MB,19.0,0.0,,30.1,0.0,6.5,0.0,,,,44.4,0.0,,,5.0,,,,19.5,51.9,2022
-101.1,53.967,THE PAS CLIMATE,5052890,MB,19.0,0.0,,30.0,0.0,6.1,0.0,,,,46.4,0.0,,,5.0,,,,19.2,49.8,2022
-94.066,58.739,CHURCHILL A,5060595,MB,14.5,0.0,,32.3,0.0,3.8,0.0,,,,,,,,,,,,130.7,20.7,2022
-94.066,58.739,CHURCHILL A,5060605,MB,14.7,2.0,,32.3,2.0,5.5,2.0,,,,,,,,,,,,117.3,20.7,2022
-94.067,58.733,CHURCHILL CLIMATE,5060608,MB,15.2,7.0,,32.5,7.0,6.4,7.0,,,,41.5,7.0,,,6.0,,,,85.6,19.1,2022
-98.03,54.54,CROSS LAKE JENPEG 2,5060622,MB,18.1,1.0,,31.2,1.0,6.3,1.0,,,,54.6,1.0,,,5.0,,,,33.1,36.6,2022
-94.704,56.359,GILLAM,5060999,MB,14.9,23.0,,26.6,23.0,8.2,23.0,,,,25.2,23.0,,,4.0,,,,27.3,2.7,2022
-94.711,56.358,GILLAM A,5061022,MB,15.4,4.0,,30.2,4.0,2.9,4.0,0.0,1.0,,100.1,1.0,,,12.0,,,,90.0,20.3,2022
-94.711,56.358,GILLAM A,5061025,MB,15.4,1.0,,30.2,1.0,2.9,1.0,,,,,,,,,,,,98.3,20.3,2022
-94.654,53.857,ISLAND LAKE A,5061374,MB,17.5,9.0,,28.1,9.0,6.2,9.0,,,,30.6,10.0,,,5.0,,,,34.1,22.2,2022
-96.51,56.038,KELSEY DAM CS,5061422,MB,14.9,0.0,,29.7,0.0,-0.8,0.0,,,,66.3,0.0,,,6.0,,,,113.4,15.9,2022
-101.076,56.864,LYNN LAKE,5061645,MB,15.0,2.0,,29.5,2.0,1.3,2.0,,,,52.0,2.0,,,7.0,,,,99.4,12.5,2022
-101.067,56.85,LYNN LAKE RCS,5061649,MB,15.0,1.0,,30.7,1.0,0.0,1.0,,,,85.4,1.0,,,11.0,,,,109.2,20.3,2022
-97.844,53.958,NORWAY HOUSE,5062040,MB,17.8,0.0,,30.8,0.0,5.5,0.0,,,,25.9,0.0,,,5.0,,,,38.0,31.8,2022
-98.512,58.706,TADOULE LAKE,5062835,MB,14.0,1.0,,30.8,1.0,0.2,1.0,,,,56.5,1.0,,,7.0,,,,136.7,17.7,2022
-98.502,58.716,TADOULE LAKE CS,5062840,MB,14.1,2.0,,31.8,2.0,-0.3,2.0,,,,51.1,2.0,,,7.0,,,,131.5,17.6,2022
-97.877,55.799,THOMPSON AIRPORT,5062918,MB,14.6,0.0,,30.3,0.0,-1.9,0.0,,,,86.8,0.0,,,10.0,,,,122.7,18.6,2022
-97.863,55.805,THOMPSON A,5062921,MB,14.4,1.0,,30.5,1.0,-2.4,1.0,0.0,1.0,,65.6,0.0,,,8.0,,,,124.2,15.1,2022
-82.432,52.928,ATTAWAPISKAT A,6010400,ON,15.0,0.0,,29.3,0.0,2.3,0.0,,,,90.8,0.0,,,9.0,,,,111.8,18.4,2022
-89.897,53.818,BIG TROUT LAKE A,6010735,ON,15.5,0.0,,28.8,0.0,1.8,0.0,,,,57.9,0.0,,,10.0,,,,97.4,19.4,2022
-89.892,53.816,BIG TROUT LAKE,6010740,ON,15.4,8.0,,29.1,8.0,2.4,8.0,,,,42.6,8.0,,,7.0,,,,79.7,18.9,2022
-93.221,50.631,EAR FALLS (AUT),6012199,ON,17.7,0.0,,28.6,0.0,5.9,0.0,,,,71.1,0.0,,,10.0,,,,38.5,27.9,2022
-87.676,56.019,FORT SEVERN A,6012501,ON,14.4,0.0,,29.9,0.0,3.5,0.0,,,,145.7,0.0,,,16.0,,,,125.1,14.1,2022
-87.934,52.196,LANSDOWNE HOUSE A,6014351,ON,16.1,0.0,,28.7,0.0,4.7,0.0,,,,72.7,0.0,,,12.0,,,,78.3,20.8,2022
-87.936,52.196,LANSDOWNE HOUSE (AUT),6014353,ON,15.8,2.0,,28.7,2.0,4.5,2.0,,,,68.2,2.0,,,12.0,,,,79.1,16.6,2022
-91.763,53.441,MUSKRAT DAM,6015026,ON,16.2,0.0,,28.7,0.0,3.4,0.0,,,,70.4,0.0,,,12.0,,,,80.3,23.2,2022
-85.433,54.983,PEAWANUCK (AUT),6016295,ON,14.0,5.0,,29.4,5.0,1.7,5.0,,,,139.5,5.0,,,13.0,,,,116.5,12.2,2022
-85.443,54.988,PEAWANUCK A,6016298,ON,14.5,0.0,,29.4,0.0,2.4,0.0,,,,161.6,0.0,,,14.0,,,,123.1,15.5,2022
-90.218,51.449,PICKLE LAKE (AUT),6016525,ON,17.1,0.0,,28.3,0.0,5.6,0.0,,,,72.9,1.0,,,9.0,,,,55.1,26.0,2022
-90.214,51.446,PICKLE LAKE A,6016528,ON,17.1,0.0,,28.7,0.0,5.5,0.0,,,,71.6,0.0,,,9.0,,,,54.4,28.0,2022
-93.793,51.067,RED LAKE A,6016971,ON,17.0,0.0,,28.0,0.0,3.4,0.0,,,,,,,,,,,,58.5,26.6,2022
-93.344,53.064,SANDY LAKE A,6017401,ON,16.2,0.0,,29.4,0.0,3.8,0.0,,,,58.9,0.0,,,11.0,,,,81.2,24.2,2022
-93.967,48.633,BARWICK,6020559,ON,19.2,0.0,1.2,29.0,0.0,7.5,0.0,0.0,0.0,,74.2,0.0,94.0,0.0,10.0,,,,12.8,48.8,2022
-91.628,48.761,ATIKOKAN (AUT),6020LPQ,ON,18.3,1.0,,28.2,1.0,6.3,1.0,,,,66.4,1.0,,,8.0,,,,18.5,28.6,2022
-93.439,48.651,FORT FRANCES RCS,6022474,ON,18.2,0.0,,28.7,0.0,5.7,0.0,,,,51.7,0.0,,,9.0,,,,24.1,29.1,2022
-92.623,48.76,MINE CENTRE SOUTHWEST,6025205,ON,18.6,0.0,,31.0,0.0,5.0,0.0,0.0,0.0,,87.8,0.0,,0.0,10.0,,,,19.2,36.4,2022
-92.744,49.828,DRYDEN REGIONAL,6032125,ON,18.7,0.0,,27.8,0.0,8.7,0.0,,,,90.8,0.0,,,12.0,,,,20.0,42.1,2022
-94.378,49.791,KENORA RCS,6034073,ON,19.3,0.0,,27.7,0.0,10.3,0.0,,,,72.9,0.0,,,6.0,,,,10.1,51.2,2022
-94.363,49.788,KENORA A,6034076,ON,19.5,1.0,,27.5,1.0,9.4,1.0,0.0,0.0,,77.1,0.0,,,7.0,,,,10.0,53.5,2022
-93.717,49.65,RAWSON LAKE,6036904,ON,16.8,0.0,-1.6,22.0,0.0,9.0,0.0,0.0,0.0,,20.3,0.0,23.0,0.0,5.0,,,,44.3,6.5,2022
-93.733,49.664,RAWSON LAKE (AUT),6036907,ON,19.0,7.0,,27.9,6.0,9.1,7.0,,,,82.1,7.0,,,7.0,,,,11.3,34.5,2022
-94.763,49.469,ROYAL ISLAND (AUT),6037201,ON,20.8,0.0,,29.5,0.0,13.2,0.0,,,,68.2,0.0,,,6.0,,,,1.9,88.2,2022
-91.908,50.114,SIOUX LOOKOUT A,6037776,ON,17.6,4.0,,28.0,4.0,4.4,4.0,0.0,1.0,,93.5,1.0,,,9.0,,,,34.6,24.8,2022
-91.906,50.114,SIOUX LOOKOUT AIRPORT,6037800,ON,18.1,0.0,,28.0,0.0,5.9,0.0,,,,101.3,0.0,,,8.0,,,,32.9,34.9,2022
-88.905,50.294,ARMSTRONG (AUT),6040325,ON,15.9,10.0,,27.2,10.0,2.2,10.0,,,,49.5,10.0,,,6.0,,,,52.0,7.7,2022
-88.91,50.29,ARMSTRONG A,6040327,ON,16.4,0.0,,29.8,0.0,3.0,0.0,,,,82.1,0.0,,,10.0,,,,63.4,12.6,2022
-88.345,49.154,CAMERON FALLS (AUT),6041110,ON,17.9,0.0,,31.6,0.0,7.4,0.0,,,,37.0,0.0,,,8.0,,,,25.0,23.0,2022
-85.833,47.333,CARIBOU ISLAND (AUT),6041222,ON,16.5,16.0,,22.5,16.0,9.0,16.0,,,,8.4,19.0,,,3.0,,,,25.1,2.7,2022
-86.989,49.779,GERALDTON A,6042718,ON,16.4,0.0,,28.4,0.0,1.5,0.0,,,,29.6,0.0,,,6.0,,,,62.6,11.6,2022
-86.932,49.781,GERALDTON AIRPORT,6042719,ON,16.3,0.0,,28.4,0.0,1.4,0.0,,,,27.3,0.0,,,5.0,,,,64.0,10.7,2022
-89.267,48.467,HAZELWOOD,6043390,ON,,,,,,,,0.0,0.0,,50.4,0.0,,0.0,8.0,,,,,,2022
-86.346,48.757,MARATHON A,6044967,ON,14.9,0.0,,26.0,0.0,2.6,0.0,,,,,,,,,,,,97.4,1.6,2022
-86.287,48.608,PUKASKWA (AUT),6046768,ON,15.8,0.0,,26.3,0.0,5.5,0.0,,,,77.0,0.0,,,6.0,,,,72.2,2.6,2022
-87.092,48.816,TERRACE BAY AIRPORT,6048232,ON,14.8,1.0,,25.0,1.0,4.1,1.0,,,,48.7,1.0,,,7.0,,,,94.9,0.1,2022
-89.322,48.372,THUNDER BAY,6048260,ON,18.5,0.0,,32.2,0.0,6.7,0.0,,,,45.6,0.0,,,8.0,,,,16.8,33.7,2022
-89.322,48.372,THUNDER BAY A,6048262,ON,18.6,1.0,,32.2,1.0,6.7,1.0,,,,,,,,,,,,16.7,33.7,2022
-89.327,48.369,THUNDER BAY CS,6048268,ON,18.2,3.0,,31.7,3.0,5.6,3.0,,,,45.2,3.0,,,8.0,,,,21.1,27.2,2022
-90.467,49.033,UPSALA (AUT),6049095,ON,17.0,0.0,,28.5,0.0,4.5,0.0,,,,47.4,0.0,,,9.0,,,,43.4,13.1,2022
-89.119,48.369,WELCOME ISLAND (AUT),6049443,ON,17.8,0.0,,25.7,0.0,11.9,0.0,,,,21.8,0.0,,,6.0,,,,22.4,15.7,2022
-88.306,49.69,LITTLE FLATLAND ISLAND (AUT),6049470,ON,18.4,0.0,,28.8,0.0,11.4,0.0,,,,29.2,0.0,,,5.0,,,,13.6,26.0,2022
-84.814,47.723,LAKE SUPERIOR PROVINCIAL PARK,6054425,ON,15.7,0.0,,26.8,0.0,3.8,0.0,,,,75.1,0.0,,,10.0,,,,76.4,6.1,2022
-84.51,46.485,SAULT STE MARIE A,6057591,ON,17.8,0.0,,28.5,0.0,6.4,0.0,0.0,0.0,,84.6,0.0,,,11.0,,,,30.4,24.5,2022
-84.517,46.478,SAULT STE. MARIE AIRPORT,6057593,ON,18.2,1.0,,27.7,1.0,7.4,1.0,,,,82.3,1.0,,,10.0,,,,20.2,26.7,2022
-84.786,47.967,WAWA A,6059413,ON,16.2,1.0,,26.1,1.0,5.4,1.0,,,,,,,,,,,,59.2,5.9,2022
-81.483,45.967,KILLARNEY (AUT),605DJ25,ON,19.5,0.0,,27.1,0.0,12.7,0.0,,,,,,,,,,,,6.0,54.0,2022
-83.347,47.82,CHAPLEAU A,6061365,ON,16.6,0.0,,27.8,0.0,3.6,0.0,,,,,,,,,,,,56.9,13.8,2022
-83.356,47.819,CHAPLEAU AIRPORT,6061366,ON,16.7,0.0,,27.6,0.0,4.5,0.0,,,,55.8,0.0,,,9.0,,,,55.1,13.3,2022
-82.025,46.193,MASSEY,6065006,ON,18.8,0.0,1.0,29.5,0.0,5.0,0.0,0.0,0.0,,70.2,0.0,83.0,0.0,7.0,,,,15.3,40.0,2022
-80.303,46.215,MONETVILLE 2,6065252,ON,19.4,0.0,,29.0,0.0,7.5,0.0,0.0,0.0,,126.7,0.0,,0.0,11.0,,,,9.1,53.1,2022
-80.796,46.632,SUDBURY CLIMATE,6068145,ON,18.1,1.0,,29.3,1.0,4.3,1.0,,,,62.0,1.0,,,7.0,,,,31.3,33.8,2022
-80.798,46.626,SUDBURY A,6068153,ON,18.7,6.0,,27.9,6.0,6.0,6.0,0.0,2.0,,53.9,2.0,,,7.0,,,,16.5,33.4,2022
